year,faculty,plan_code,degree_abbrev,specialisation,variant,study_year,credits_ideal,credits_unresolved_slots,credits_stated,stated_is_minimum,credit_delta,fee_ideal_zar,fee_estimated_component_zar,fee_slots_missing,fee_published_zar,fee_published_label,fee_match_method,fee_delta_pct,final_credits,credits_stated_corrected,final_credit_status,final_fee_zar,final_fee_status,resolution_class,resolution_ref,confidence,resolution_rationale
2022,COM,CB015CSC05,,,extended,4,126,0,126,False,0,61550,0,0,,,unmatched,,126,,consistent,61550,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015CSC05,,,extended,5,262,0,160,False,102,108160,0,0,,,unmatched,,160,,resolved_manual,108160,no_published,R3,COM-2022-006,high,"The year table lists a module menu with no printed selection rule, so the row sum counts every offering; the stated total is the only authoritative signal of the intended load and is stable across editions. Computed fee is left as the sum of listed modules and will show as published_divergent until the menu rule is confirmed."
2022,COM,CB015ECO01,,,extended,1,149,0,131,False,18,71440,0,0,,,unmatched,,149,,unresolved,71440,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB015ECO01,,,extended,2,144,0,126,False,18,70930,0,0,,,unmatched,,144,,unresolved,70930,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB015ECO01,,,extended,3,138,0,138,False,0,67670,8970,0,,,unmatched,,138,,consistent,67670,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015ECO01,,,extended,4,192,1,90,True,102,94510,0,1,,,unmatched,,90,,resolved_manual,94510,no_published,R3,COM-2022-007,high,"The extracted course set for this year is demonstrably incomplete (rows unparsed in this edition's layout or an open-elective year without a parsable slot line); the stated total, corroborated by sibling editions, is the reliable carrier of the load."
2022,COM,CB015ECO01,,,extended,5,156,0,156,False,0,89590,0,0,,,unmatched,,156,,consistent,89590,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015ECO03,,,extended,1,149,0,131,False,18,71440,0,0,,,unmatched,,149,,unresolved,71440,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB015ECO03,,,extended,2,114,0,114,False,0,56320,0,0,,,unmatched,,114,,consistent,56320,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015ECO03,,,extended,3,144,0,126,False,18,68410,0,0,,,unmatched,,144,,unresolved,68410,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB015ECO03,,,extended,4,144,0,144,False,0,68650,8970,0,,,unmatched,,144,,consistent,68650,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015ECO03,,,extended,5,156,0,156,False,0,89590,0,0,,,unmatched,,156,,consistent,89590,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX04,,,extended,1,131,0,131,False,0,61700,0,0,,,unmatched,,131,,consistent,61700,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX04,,,extended,2,126,0,126,False,0,61720,0,0,,,unmatched,,126,,consistent,61720,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX04,,,extended,3,168,0,168,False,0,83180,0,0,,,unmatched,,168,,consistent,83180,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX04,,,extended,4,144,0,144,False,0,70800,0,0,,,unmatched,,144,,consistent,70800,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX04,,,extended,5,144,0,144,False,0,71540,0,0,,,unmatched,,144,,consistent,71540,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX05,,,extended,1,131,0,131,False,0,62470,0,0,,,unmatched,,131,,consistent,62470,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX05,,,extended,2,150,0,150,False,0,73490,0,0,,,unmatched,,150,,consistent,73490,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX05,,,extended,3,90,0,90,False,0,44530,8970,0,,,unmatched,,90,,consistent,44530,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX05,,,extended,4,144,0,144,False,0,71140,0,0,,,unmatched,,144,,consistent,71140,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015FTX05,,,extended,5,144,0,144,False,0,71540,0,0,,,unmatched,,144,,consistent,71540,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015INF01,,,extended,1,149,0,131,False,18,70410,0,0,,,unmatched,,149,,unresolved,70410,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB015INF01,,,extended,2,108,0,108,False,0,53760,0,0,,,unmatched,,108,,consistent,53760,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015INF01,,,extended,3,150,0,150,False,0,74150,0,0,,,unmatched,,150,,consistent,74150,no_published,none,,high,computed credits equal the stated total
2022,COM,CB015INF01,,,extended,4,120,0,138,False,-18,62680,0,0,,,unmatched,,120,,resolved_computed,62680,no_published,R1a,R1a,high,"stated total exceeds the taken-course sum by exactly the credits of the non-taken alternatives (all choice groups, 18 cr) — the printed total double-counts choices"
2022,COM,CB015INF01,,,extended,5,176,0,176,False,0,82260,0,0,,,unmatched,,176,,consistent,82260,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS01,,,extended,1,113,0,113,False,0,53500,0,0,,,unmatched,,113,,consistent,53500,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS01,,,extended,2,108,0,108,False,0,53500,0,0,,,unmatched,,108,,consistent,53500,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS01,,,extended,3,150,0,150,False,0,73490,0,0,,,unmatched,,150,,consistent,73490,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS01,,,extended,4,180,0,180,False,0,89830,0,0,,,unmatched,,180,,consistent,89830,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS01,,,extended,5,174,0,,False,,76670,0,0,,,unmatched,,174,,unresolved,76670,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB018BUS09,,,extended,1,113,0,113,False,0,53500,0,0,,,unmatched,,113,,consistent,53500,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS09,,,extended,2,108,0,108,False,0,53500,0,0,,,unmatched,,108,,consistent,53500,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS09,,,extended,3,150,0,150,False,0,73490,0,0,,,unmatched,,150,,consistent,73490,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS09,,,extended,4,198,0,198,False,0,96590,0,0,,,unmatched,,198,,consistent,96590,no_published,none,,high,computed credits equal the stated total
2022,COM,CB018BUS09,,,extended,5,147,0,147,False,0,71450,0,0,,,unmatched,,147,,consistent,71450,no_published,none,,high,computed credits equal the stated total
2022,COM,CB019BUS01,BCom,Actuarial Science,regular,1,185,0,185,False,0,88910,0,0,88910,BCom specialising in Actuarial Science,label_match,0.0,185,,consistent,88910,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB019BUS01,BCom,Actuarial Science,regular,2,186,0,186,False,0,91430,0,0,91430,BCom specialising in Actuarial Science,label_match,0.0,186,,consistent,91430,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB019BUS01,BCom,Actuarial Science,regular,3,162,0,162,False,0,80860,0,0,80860,BCom specialising in Actuarial Science,label_match,0.0,162,,consistent,80860,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,1,185,0,185,False,0,88910,0,0,88910,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0,185,,consistent,88910,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,2,186,0,186,False,0,91430,0,0,91430,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0,186,,consistent,91430,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,3,180,0,180,False,0,87620,0,0,87620,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0,180,,consistent,87620,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,1,113,0,113,False,0,53500,0,0,53500,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,113,,consistent,53500,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,2,108,0,108,False,0,53500,0,0,53500,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,108,,consistent,53500,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,3,150,0,150,False,0,73490,0,0,73490,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,150,,consistent,73490,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,4,162,0,162,False,0,80860,0,0,80860,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,162,,consistent,80860,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,1,113,0,113,False,0,53500,0,0,53500,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,113,,consistent,53500,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,2,126,0,126,False,0,61700,0,0,61700,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,126,,consistent,61700,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,3,132,0,132,False,0,65290,0,0,65290,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,132,,consistent,65290,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,4,180,0,180,False,0,87620,0,0,87620,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,180,,consistent,87620,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,1,149,0,149,False,0,71440,0,0,,,unmatched,,149,,consistent,71440,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,2,162,0,162,False,0,77270,0,0,,,unmatched,,162,,consistent,77270,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,3,144,0,144,False,0,68540,0,0,,,unmatched,,144,,consistent,68540,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,1,149,0,149,False,0,71440,0,0,,,unmatched,,149,,consistent,71440,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,2,162,0,162,False,0,79610,0,0,,,unmatched,,162,,consistent,79610,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,3,144,0,144,False,0,70030,0,0,,,unmatched,,144,,consistent,70030,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,1,149,0,149,False,0,71440,0,0,,,unmatched,,149,,consistent,71440,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,2,144,0,144,False,0,70880,0,0,,,unmatched,,144,,consistent,70880,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,3,144,0,144,False,0,69790,0,0,,,unmatched,,144,,consistent,69790,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023BUS06,BCom,Management Studies,augmented,1,185,0,185,False,0,88550,0,0,61700,BCom Academic Development specialising in Management Studies,label_match,43.5,185,,consistent,88550,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB023BUS06,BCom,Management Studies,augmented,2,168,0,168,False,0,83050,17940,0,53440,BCom Academic Development specialising in Management Studies,label_match,55.4,168,,consistent,83050,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB023BUS06,BCom,Management Studies,augmented,3,144,0,144,False,0,8970,0,2,65110,BCom Academic Development specialising in Management Studies,label_match,-86.2,144,,consistent,8970,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB023ECO02,BCom,Economics and Finance,augmented,1,167,0,167,False,0,80350,0,0,,,unmatched,,167,,consistent,80350,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO02,BCom,Economics and Finance,augmented,2,150,0,150,True,0,73550,0,0,,,unmatched,,150,,consistent,73550,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO02,BCom,Economics and Finance,augmented,3,144,0,144,False,0,71520,8970,0,,,unmatched,,144,,consistent,71520,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO03,BCom,Economics with Law,augmented,1,149,0,149,False,0,71440,0,0,,,unmatched,,149,,consistent,71440,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO03,BCom,Economics with Law,augmented,2,162,0,162,True,0,76520,0,0,,,unmatched,,162,,consistent,76520,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO03,BCom,Economics with Law,augmented,3,144,0,144,False,0,68650,0,0,,,unmatched,,144,,consistent,68650,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO04,BCom,Economics and Statistics,augmented,1,167,0,167,False,0,80350,0,0,,,unmatched,,167,,consistent,80350,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO04,BCom,Economics and Statistics,augmented,2,210,0,156,True,54,101710,0,0,,,unmatched,,210,,consistent,101710,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023ECO04,BCom,Economics and Statistics,augmented,3,252,0,180,False,72,123100,8970,0,,,unmatched,,252,,unresolved,123100,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB023INF01,BCom,Information Systems,augmented,1,149,0,149,False,0,70930,0,0,,,unmatched,,149,,consistent,70930,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF01,BCom,Information Systems,augmented,2,144,0,144,False,0,71570,8970,0,,,unmatched,,144,,consistent,71570,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF01,BCom,Information Systems,augmented,3,156,0,156,False,0,80380,17940,0,,,unmatched,,156,,consistent,80380,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,1,149,0,149,False,0,71120,0,0,,,unmatched,,149,,consistent,71120,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,2,162,0,162,False,0,78210,0,0,,,unmatched,,162,,consistent,78210,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,3,144,0,144,False,0,70520,0,0,,,unmatched,,144,,consistent,70520,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF11,BCom,Information Systems and Finance,augmented,1,167,0,167,False,0,80350,0,0,,,unmatched,,167,,consistent,80350,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF11,BCom,Information Systems and Finance,augmented,2,162,0,162,False,0,80030,0,0,,,unmatched,,162,,consistent,80030,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023INF11,BCom,Information Systems and Finance,augmented,3,150,0,150,False,0,74080,0,0,,,unmatched,,150,,consistent,74080,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,1,149,0,149,False,0,69120,0,0,,,unmatched,,149,,consistent,69120,no_published,none,,high,computed credits equal the stated total
2022,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,2,246,0,174,False,72,114950,0,0,,,unmatched,,246,,unresolved,114950,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,3,222,3,168,False,54,91770,10810,3,,,unmatched,,222,,unresolved,91770,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,1,167,0,167,False,0,80350,0,0,70670,BBusSc Academic Development specialising in Marketing,label_match,13.7,167,,consistent,80350,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,2,168,0,168,False,0,82280,0,0,65290,BBusSc Academic Development specialising in Marketing,label_match,26.0,168,,consistent,82280,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,3,198,0,180,False,18,89080,8970,0,62550,BBusSc Academic Development specialising in Marketing,label_match,42.4,198,,unresolved,89080,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,4,180,0,180,False,0,87950,0,0,62170,BBusSc Academic Development specialising in Marketing,label_match,41.5,180,,consistent,87950,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,1,167,0,167,False,0,78630,0,0,60750,BBusSc Academic Development specialising in Organisational Psychology,label_match,29.4,167,,consistent,78630,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,2,162,0,162,False,0,80730,0,0,65290,BBusSc Academic Development specialising in Organisational Psychology,label_match,23.6,162,,consistent,80730,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,3,198,0,180,False,18,85960,8970,1,62020,BBusSc Academic Development specialising in Organisational Psychology,label_match,38.6,198,,unresolved,85960,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,4,156,0,156,False,0,83620,0,0,57260,BBusSc Academic Development specialising in Organisational Psychology,label_match,46.0,156,,consistent,83620,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024BUS22,,,augmented,1,185,0,185,False,0,88650,0,0,,,unmatched,,185,,consistent,88650,no_published,none,,high,computed credits equal the stated total
2022,COM,CB024BUS22,,,augmented,2,186,0,186,False,0,90380,0,0,,,unmatched,,186,,consistent,90380,no_published,none,,high,computed credits equal the stated total
2022,COM,CB024BUS22,,,augmented,3,210,0,198,True,12,101930,0,0,,,unmatched,,210,,consistent,101930,no_published,none,,high,computed credits equal the stated total
2022,COM,CB024BUS22,,,augmented,4,178,0,178,False,0,74050,0,0,,,unmatched,,178,,consistent,74050,no_published,none,,high,computed credits equal the stated total
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,1,149,0,149,False,0,70710,0,0,53240,BBusSc Academic Development specialising in Computer Science,label_match,32.8,149,,consistent,70710,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,2,162,0,162,False,0,79200,0,0,61460,BBusSc Academic Development specialising in Computer Science,label_match,28.9,162,,consistent,79200,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,3,180,0,180,False,0,87690,0,0,61500,BBusSc Academic Development specialising in Computer Science,label_match,42.6,180,,consistent,87690,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,4,262,0,160,False,102,108160,0,0,61550,BBusSc Academic Development specialising in Computer Science,label_match,75.7,160,,resolved_manual,108160,published_divergent,R3,COM-2022-008,high,"The year table lists a module menu with no printed selection rule, so the row sum counts every offering; the stated total is the only authoritative signal of the intended load and is stable across editions. Computed fee is left as the sum of listed modules and will show as published_divergent until the menu rule is confirmed."
2022,COM,CB024ECO01,BBusSc,Economics,augmented,1,167,0,167,False,0,80350,0,0,62470,BBusSc Academic Development specialising in Economics,label_match,28.6,167,,consistent,80350,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024ECO01,BBusSc,Economics,augmented,2,156,0,156,True,0,76110,0,0,61960,BBusSc Academic Development specialising in Economics,label_match,22.8,156,,consistent,76110,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024ECO01,BBusSc,Economics,augmented,3,264,1,162,True,102,130150,8970,1,67670,BBusSc Academic Development specialising in Economics,label_match,92.3,162,,resolved_manual,130150,published_divergent,R3,COM-2022-009,high,"The year table lists a module menu with no printed selection rule, so the row sum counts every offering; the stated total is the only authoritative signal of the intended load and is stable across editions. Computed fee is left as the sum of listed modules and will show as published_divergent until the menu rule is confirmed."
2022,COM,CB024ECO01,BBusSc,Economics,augmented,4,156,0,156,False,0,89590,0,0,44850,BBusSc Academic Development specialising in Economics,label_match,99.8,156,,consistent,89590,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,1,167,0,167,False,0,80350,0,0,62470,BBusSc Academic Development specialising in Economics with Law,label_match,28.6,167,,consistent,80350,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,2,168,0,168,False,0,80180,0,0,56320,BBusSc Academic Development specialising in Economics with Law,label_match,42.4,168,,consistent,80180,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,3,162,0,162,False,0,77380,8970,0,59440,BBusSc Academic Development specialising in Economics with Law,label_match,30.2,162,,consistent,77380,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,4,174,0,174,False,0,98560,0,0,68650,BBusSc Academic Development specialising in Economics with Law,label_match,43.6,174,,consistent,98560,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,1,167,0,167,False,0,80350,0,0,61700,BBusSc Academic Development specialising in Finance with Accounting,label_match,30.2,167,,consistent,80350,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,2,168,0,168,False,0,81510,0,0,61720,BBusSc Academic Development specialising in Finance with Accounting,label_match,32.1,168,,consistent,81510,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,3,180,0,180,False,0,88740,0,0,83180,BBusSc Academic Development specialising in Finance with Accounting,label_match,6.7,180,,consistent,88740,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,4,162,0,162,False,0,80510,0,0,70800,BBusSc Academic Development specialising in Finance with Accounting,label_match,13.7,162,,consistent,80510,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024FTX05,BBusSc,Finance,augmented,1,167,0,167,False,0,80350,0,0,53500,BBusSc Academic Development specialising in Finance,label_match,50.2,167,,consistent,80350,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024FTX05,BBusSc,Finance,augmented,2,168,0,168,False,0,82280,0,0,73490,BBusSc Academic Development specialising in Finance,label_match,12.0,168,,consistent,82280,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024FTX05,BBusSc,Finance,augmented,3,162,0,180,False,-18,80030,0,0,44530,BBusSc Academic Development specialising in Finance,label_match,79.7,162,,unresolved,80030,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2022,COM,CB024FTX05,BBusSc,Finance,augmented,4,144,0,144,False,0,71540,0,0,71140,BBusSc Academic Development specialising in Finance,label_match,0.6,144,,consistent,71540,reconciled,none,,high,computed credits equal the stated total
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,1,185,0,185,False,0,88550,0,0,61440,BBusSc Academic Development specialising in Information Systems,label_match,44.1,185,,consistent,88550,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,2,168,0,168,False,0,83360,0,0,62730,BBusSc Academic Development specialising in Information Systems,label_match,32.9,168,,consistent,83360,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,3,156,0,156,False,0,80380,0,0,74150,BBusSc Academic Development specialising in Information Systems,label_match,8.4,156,,consistent,80380,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,4,176,0,176,False,0,82260,0,0,71650,BBusSc Academic Development specialising in Information Systems,label_match,14.8,176,,consistent,82260,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,1,185,0,185,False,0,88910,0,0,,,unmatched,,185,,consistent,88910,no_published,none,,high,computed credits equal the stated total
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,2,186,0,186,False,0,91430,0,0,,,unmatched,,186,,consistent,91430,no_published,none,,high,computed credits equal the stated total
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,3,180,0,180,False,0,89830,0,0,,,unmatched,,180,,consistent,89830,no_published,none,,high,computed credits equal the stated total
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,4,174,0,174,False,0,76670,0,0,,,unmatched,,174,,consistent,76670,no_published,none,,high,computed credits equal the stated total
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,1,185,0,185,False,0,88910,0,0,53500,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,66.2,185,,consistent,88910,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,2,186,0,186,False,0,91430,0,0,53500,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,70.9,186,,consistent,91430,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,3,198,0,198,False,0,96590,0,0,73490,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,31.4,198,,consistent,96590,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,4,147,0,147,False,0,71450,0,0,95590,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,-25.3,147,,consistent,71450,published_divergent,none,,high,computed credits equal the stated total
2022,COM,CB026BUS01,BCom,Actuarial Science,augmented,1,185,0,185,False,0,88910,0,0,,,unmatched,,185,,consistent,88910,no_published,none,,high,computed credits equal the stated total
2022,COM,CB026BUS01,BCom,Actuarial Science,augmented,2,186,0,186,False,0,91430,0,0,,,unmatched,,186,,consistent,91430,no_published,none,,high,computed credits equal the stated total
2022,COM,CB026BUS01,BCom,Actuarial Science,augmented,3,162,0,162,False,0,80860,0,0,,,unmatched,,162,,consistent,80860,no_published,none,,high,computed credits equal the stated total
2022,COM,CB026BUS09,BCom,Actuarial Science: Quantitative Finance,augmented,1,185,0,185,False,0,88910,0,0,,,unmatched,,185,,consistent,88910,no_published,none,,high,computed credits equal the stated total
2022,COM,CB026BUS09,BCom,Actuarial Science: Quantitative Finance,augmented,2,186,0,186,False,0,91430,0,0,,,unmatched,,186,,consistent,91430,no_published,none,,high,computed credits equal the stated total
2022,COM,CB026BUS09,BCom,Actuarial Science: Quantitative Finance,augmented,3,180,0,180,False,0,87620,0,0,,,unmatched,,180,,consistent,87620,no_published,none,,high,computed credits equal the stated total
2022,COM,CU020BUS01,AdvDip,Actuarial Science,regular,1,300,0,126,True,174,149820,0,0,,,unmatched,,300,,consistent,149820,no_published,none,,high,computed credits equal the stated total
2022,COM,CU021GSB48,AdvDip,Management Development,regular,1,120,0,,False,,0,0,7,,,unmatched,,120,,unresolved,0,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2023,COM,CB001ACC03,BCom,Financial Accounting: Accounting with Law,regular,1,146,0,146,False,0,73760,0,0,73760,BCom specialising in Financial Accounting: Accounting with Law Stream,label_match,0.0,146,,consistent,73760,reconciled,none,,high,computed credits equal the stated total
